Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
AZ-400: Create and manage containers using Docker and Kubernetes,https://docs.microsoft.com/en-us/learn/paths/az-400-create-manage-containers-using-docker-kubernetes/,5,1173,12694,11.12%,908,101,116,1719,23.09543904518329,69,80,learn.wwl.az-400-create-manage-containers-using-docker-kubernetes,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,advanced,lumac,wwlpublish
Create intelligent health bots with Azure Health Bot,https://docs.microsoft.com/en-us/learn/paths/create-bots-azure-health-bot/,9,228,2875,11.11%,117,13,14,1719,26.9296783625731,49,277,learn.create-bots-azure-health-bot,developer,vs,beginner,chnoring,softchris
Manage virtualization and containers in a hybrid environment,https://docs.microsoft.com/en-us/learn/paths/manage-virtualization-containers-hybrid-environment/,8,2171,20312,11.09%,505,56,65,1719,23.360586519269155,68,412,learn.wwl.manage-virtualization-containers-hybrid-environment,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,1593,14132,11.04%,1250,138,146,1719,23.272462858338564,1149,84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate,teleary,AlexandraHrt
SC-200: Create queries for Microsoft Sentinel using Kusto Query Language (KQL),https://docs.microsoft.com/en-us/learn/paths/sc-200-utilize-kql-for-azure-sentinel/,4,3102,25499,11.02%,2115,233,261,1719,17.027111540941327,944,123,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate,bneeb,wwlpublish
Tailor roles and design the UI for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/tailor-roles-design-ui/,4,423,2842,11.01%,109,12,13,1719,21.216036249014973,180,188,learn-dynamics.tailor-roles-design-ui,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Work with Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-sales-professional/,5,2677,23384,10.93%,494,54,60,1719,29.465328103598555,957,264,learn-dynamics.work-with-dynamics-365-for-sales-pro,business-user;functional-consultant,dynamics-365;dynamics-sales,intermediate,dbeasley,DaveBeasley
Work with essential development standards for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/essential-development-standards/,4,288,2005,10.91%,110,12,12,1719,16.73721064814815,206,226,learn-dynamics.essential-development-standards,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Cloud storage,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-cloud-storage/,3,977,7025,10.90%,422,46,51,1719,10.816922552030023,1358,312,learn.cmu-cloud-computing.cloud-storage,developer;student,azure,beginner;intermediate,chnoring,softchris
MS-500 part 2 - Implement and manage threat protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,12,8383,80087,10.87%,1518,165,196,1719,26.02151178973319,382,412,learn.wwl.implement-manage-threat-protection,administrator;security-engineer;technology-manager,defender-identity;defender-office365,intermediate,hrasheed,wwlpublish
Manage order fulfillment and inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,261,1802,10.80%,176,19,19,1719,18.57713920817369,91,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,cstorega,cstorega
Data integration at scale Azure Data Factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,8,8779,152705,10.75%,5769,620,666,1719,53.51076052701523,2970,348,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate,chtestao,wwlpublish
Quickly find relevant data to respond to legal and regulatory obligations using Advanced eDiscovery and Advanced Audit,https://docs.microsoft.com/en-us/learn/paths/compliance-discover/,2,257,1206,10.66%,122,13,13,1719,15.916990920881972,403,187,learn-m365.compliance-discover,administrator;auditor,m365,intermediate,beccarobins,ericweisberg
Create cloud native apps with Azure and open-source software,https://docs.microsoft.com/en-us/learn/paths/create-cloud-native-apps-with-azure-open-source/,7,739,8143,10.62%,292,31,38,1719,17.360351826792964,167,518,learn.azure.cna-architect-modern-apps,administrator;developer;solution-architect;student,azure;azure-kubernetes-service;azure-app-service;azure-container-registry;azure-cosmos-db;azure-iot-central;azure-pipelines;github;azure-database-postgresql;azure-monitor;azure-application-insights;azure-active-directory,intermediate,jasdeb,jasallen
Use Python basics to solve mysteries and find answers,https://docs.microsoft.com/en-us/learn/paths/python-partnership/,3,14359,75617,10.61%,820,87,95,1719,7.046076792720013,1955,116,learn.python-partnership,developer;student,vs-code,beginner,sguthals,drguthals
Detect threats and protect information in cloud apps using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-intermediate/,3,124,777,10.61%,66,7,8,1719,19.848118279569892,167,117,learn-m365.m365-cloud-app-security-intermediate,administrator,m365;m365-ems-cloud-app-security,intermediate,beccarobins,lizap
Build automated workflows to integrate data and apps with Azure Logic Apps,https://docs.microsoft.com/en-us/learn/paths/build-workflows-with-logic-apps/,4,2666,21954,10.60%,755,80,82,1719,26.006945486371592,2180,169,learn.build-workflows-with-logic-apps,developer,azure;azure-portal;azure-logic-apps,beginner;intermediate,robmcm,rmcmurray
AI business school for manufacturing,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-manufacturing/,12,5348,51231,10.58%,709,75,75,1719,15.485471204188482,1520,572,learn.ai-business-school-manufacturing,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate,rawortma,RWortmanMorris
Get started with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-get-started/,2,2668,17284,10.49%,1983,208,225,1719,17.36552348825587,1434,82,learn-bizapps.pad-get-started,maker;developer;functional-consultant,power-platform;power-automate,beginner,marleon,mariosleon
Use Visual Studio for modern development,https://docs.microsoft.com/en-us/learn/paths/visual-studio/,3,6152,29339,10.46%,698,73,86,1719,11.289959904638058,185,86,learn.visual-studio.visual-studio-test,student,azure;dotnet,beginner,chnoring,softchris
Configure and use process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,2316,25399,10.46%,373,39,39,1719,88.76187392055267,539,600,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,cstorega,cstorega
Get started with inventory management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/get-started-inventory-management/,2,530,3119,10.44%,316,33,34,1719,10.217924528301888,397,84,learn-dynamics.get-started-inventory-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Configure storage and file services,https://docs.microsoft.com/en-us/learn/paths/configure-storage-file-services/,6,2291,14823,10.36%,579,60,69,1719,13.804008438818565,99,342,learn.wwl.configure-storage-file-services,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Use OneDrive in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-onedrive-collaboration/,4,2053,13955,10.36%,1265,131,135,1719,13.04720733885371,2274,124,learn-m365.m365-onedrive-collaboration,administrator,m365,intermediate,teleary,ericweisberg
AZ-104: Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,18487,475771,10.32%,11600,1197,1305,1719,52.30645228178359,8775,480,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,cynthist,wwlpublish
Minecraft: Education Edition: Teacher Academy,https://docs.microsoft.com/en-us/learn/paths/minecraft-teacher-academy/,11,16108,294759,10.30%,8832,910,983,1719,11.754989239301382,301,646,learn.mec.minecraft-teacher-academy,k-12-educator;school-leader,minecraft,advanced,abdewees,mec-sa
Add logic to your applications with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-logic/,5,5701,59571,10.30%,4477,461,553,1719,26.051964567619716,5729,120,learn.languages.csharp-logic,developer,dotnet,beginner,rotabor,bobtabor-msft
Configure and work with transportation management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,467,2976,10.25%,283,29,33,1719,23.748893647394716,532,103,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Deploy and configure Windows Server IaaS Virtual Machine,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-windows-server-iaas-virtual-machine/,4,689,6349,10.04%,259,26,28,1719,18.67363328495404,339,204,learn.wwl.deploy-configure-windows-server-iaas-vm,administrator;solution-architect;student;technology-manager,azure;azure-clis;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,intermediate,tonyj,wwlpublish
Create bots with Power Virtual Agents,https://docs.microsoft.com/en-us/learn/paths/work-power-virtual-agents/,4,2856,24107,9.98%,2305,230,241,1719,25.817862978524744,1856,151,learn-bizapps.work-power-virtual-agents,maker;administrator,power-platform;power-virtual-agents,intermediate,dbeasley,DaveBeasley
Manage warehouse processes in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-warehouse-processes/,3,218,1401,9.90%,101,10,10,1719,12.704510703363914,102,98,learn-dynamics.manage-warehouse-processes,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Run Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,433,3262,9.89%,263,26,26,1719,13.396189376443418,926,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced,eric,wwlpublish
Implement a Windows Server hybrid cloud infrastructure,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-hybrid-cloud-infrastructure/,6,2826,22245,9.84%,732,72,77,1719,21.21261500353857,1056,430,learn.wwl.implement-windows-server-hybrid-cloud-infrastructure,administrator;solution-architect;technology-manager,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,intermediate,tonyj,wwlpublish
Architect compute infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,73918,708139,9.83%,2361,232,210,1719,36.17002737267423,10183,434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,jaboes,jboeshart
Configure and work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,1183,8564,9.80%,643,63,46,1719,30.370893209354747,780,448,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Discover the role of Python in space exploration,https://docs.microsoft.com/en-us/learn/paths/introduction-python-space-exploration-nasa/,5,2170,20203,9.79%,1226,120,132,1719,13.486482334869432,2132,173,learn.introduction-python-space-exploration-nasa,student;data-scientist,vs-code,beginner,sguthals,drguthals
Unlock customer intent with Dynamics 365 Customer Insights,https://docs.microsoft.com/en-us/learn/paths/build-customer-insights/,7,968,10907,9.77%,399,39,33,1719,30.064944903581267,711,369,learn-dynamics.build-customer-insights,functional-consultant;business-user;administrator,dynamics-365;dynamics-cust-insights,intermediate,dbeasley,DaveBeasley
Set up Dynamics 365 Marketing and configure advanced settings,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,857,7836,9.76%,707,69,68,1719,30.516627771295216,981,157,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate,dbeasley,DaveBeasley
AZ-400: Develop an instrumentation strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-instrumentation-strategy/,11,17600,153939,9.74%,2935,286,297,1719,25.50075568181818,3127,497,learn.az-400-develop-instrumentation-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-portal;azure-resource-manager;azure-application-insights;azure-monitor;azure-event-grid;azure-sentinel;azure-security-center;azure-service-health;vs-app-center;azure-virtual-machines;azure-app-service;azure-container-instances;azure-functions;azure-kubernetes-service;azure-logic-apps,beginner,thpetche,tpetchel
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-marketing/,4,8703,101592,9.74%,5955,580,612,1719,33.276427668620016,1830,163,learn.wwl.explore-microsoft-dynamics-365-marketing,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-marketing,beginner,ceabrams,wwlpublish
